gameid,date,league,patch,blue,red,blue_win,best_of
LPL/2022 Season/Spring Season_Week 3_6_3,2022-01-26 14:02:00,LPL,12.1,FunPlus Phoenix,LNG Esports,0,1
LCK/2022 Season/Spring Season_Week 3_3_1,2022-01-27 08:06:00,LCK,12.2,KT Rolster,Liiv SANDBOX,1,1
LCK/2022 Season/Spring Season_Week 3_3_2,2022-01-27 09:00:00,LCK,12.2,Liiv SANDBOX,KT Rolster,1,1
LPL/2022 Season/Spring Season_Week 3_7_1,2022-01-27 09:21:00,LPL,12.1,Top Esports,Oh My God,0,1
LCK/2022 Season/Spring Season_Week 3_3_3,2022-01-27 10:02:00,LCK,12.2,KT Rolster,Liiv SANDBOX,0,1
LPL/2022 Season/Spring Season_Week 3_7_2,2022-01-27 10:14:00,LPL,12.1,Top Esports,Oh My God,0,1
LPL/2022 Season/Spring Season_Week 3_8_1,2022-01-27 11:29:00,LPL,12.1,Bilibili Gaming,Royal Never Give Up,0,1
LCK/2022 Season/Spring Season_Week 3_4_1,2022-01-27 11:43:00,LCK,12.2,T1,Nongshim RedForce,1,1
LPL/2022 Season/Spring Season_Week 3_8_2,2022-01-27 12:29:00,LPL,12.1,Royal Never Give Up,Bilibili Gaming,0,1
LCK/2022 Season/Spring Season_Week 3_4_2,2022-01-27 12:58:00,LCK,12.2,Nongshim RedForce,T1,1,1
LPL/2022 Season/Spring Season_Week 3_8_3,2022-01-27 13:18:00,LPL,12.1,Bilibili Gaming,Royal Never Give Up,0,1
LCK/2022 Season/Spring Season_Week 3_4_3,2022-01-27 13:53:00,LCK,12.2,T1,Nongshim RedForce,1,1
CBLOL/2022 Season/Split 1_Week 1_9_1,2022-01-27 20:15:00,CBLOL,12.1,paiN Gaming,Liberty,1,1
CBLOL/2022 Season/Split 1_Week 1_10_1,2022-01-27 21:10:00,CBLOL,12.1,paiN Gaming,KaBuM! Esports,0,1
LCK/2022 Season/Spring Season_Week 3_5_1,2022-01-28 08:06:00,LCK,12.2,Hanwha Life Esports,DWG KIA,0,1
LCK/2022 Season/Spring Season_Week 3_5_2,2022-01-28 09:01:00,LCK,12.2,Hanwha Life Esports,DWG KIA,0,1
LCK/2022 Season/Spring Season_Week 3_6_1,2022-01-28 11:06:00,LCK,12.2,Fredit BRION,Kwangdong Freecs,1,1
LCK/2022 Season/Spring Season_Week 3_6_2,2022-01-28 12:12:00,LCK,12.2,Kwangdong Freecs,Fredit BRION,0,1
LEC/2022 Season/Spring Season_Week 3_1_1,2022-01-28 16:59:00,LEC,12.2,Team BDS,Astralis,1,1
LEC/2022 Season/Spring Season_Week 3_2_1,2022-01-28 17:55:00,LEC,12.2,Excel Esports,MAD Lions,0,1
LEC/2022 Season/Spring Season_Week 3_3_1,2022-01-28 18:58:00,LEC,12.2,Team Vitality,SK Gaming,1,1
LEC/2022 Season/Spring Season_Week 3_4_1,2022-01-28 19:58:00,LEC,12.2,Rogue (European Team),Fnatic,1,1
LEC/2022 Season/Spring Season_Week 3_5_1,2022-01-28 20:51:00,LEC,12.2,G2 Esports,Misfits Gaming,1,1
LCS/2022 Season/Lock In_Semifinals_1_1,2022-01-28 22:36:00,LCS,12.2,Team Liquid,Dignitas,0,1
LCS/2022 Season/Lock In_Semifinals_1_2,2022-01-28 23:40:00,LCS,12.2,Team Liquid,Dignitas,1,1
LCS/2022 Season/Lock In_Semifinals_1_3,2022-01-29 00:35:00,LCS,12.2,Dignitas,Team Liquid,0,1
LCS/2022 Season/Lock In_Semifinals_1_4,2022-01-29 01:34:00,LCS,12.2,Dignitas,Team Liquid,0,1
LCK/2022 Season/Spring Season_Week 3_7_1,2022-01-29 08:06:00,LCK,12.2,KT Rolster,Gen.G,1,1
LCK/2022 Season/Spring Season_Week 3_7_2,2022-01-29 09:15:00,LCK,12.2,Gen.G,KT Rolster,0,1
LCK/2022 Season/Spring Season_Week 3_8_1,2022-01-29 11:09:00,LCK,12.2,Nongshim RedForce,DRX,0,1
LCK/2022 Season/Spring Season_Week 3_8_2,2022-01-29 12:11:00,LCK,12.2,Nongshim RedForce,DRX,0,1
LEC/2022 Season/Spring Season_Week 3_6_1,2022-01-29 15:56:00,LEC,12.2,Team BDS,SK Gaming,1,1
CBLOL/2022 Season/Split 1_Week 2_1_1,2022-01-29 16:21:00,CBLOL,12.2,RED Canids,Liberty,0,1
LEC/2022 Season/Spring Season_Week 3_7_1,2022-01-29 16:49:00,LEC,12.2,Astralis,Excel Esports,0,1
CBLOL/2022 Season/Split 1_Week 2_2_1,2022-01-29 17:29:00,CBLOL,12.2,Netshoes Miners,paiN Gaming,1,1
LEC/2022 Season/Spring Season_Week 3_8_1,2022-01-29 17:48:00,LEC,12.2,MAD Lions,Misfits Gaming,0,1
CBLOL/2022 Season/Split 1_Week 2_3_1,2022-01-29 18:33:00,CBLOL,12.2,KaBuM! Esports,Rensga Esports,1,1
LEC/2022 Season/Spring Season_Week 3_9_1,2022-01-29 18:40:00,LEC,12.2,Rogue (European Team),Team Vitality,1,1
CBLOL/2022 Season/Split 1_Week 2_4_1,2022-01-29 19:29:00,CBLOL,12.2,FURIA,INTZ,1,1
LEC/2022 Season/Spring Season_Week 3_10_1,2022-01-29 19:38:00,LEC,12.2,Fnatic,G2 Esports,0,1
CBLOL/2022 Season/Split 1_Week 2_5_1,2022-01-29 20:25:00,CBLOL,12.2,LOUD,Flamengo Esports,1,1
LCS/2022 Season/Lock In_Semifinals_2_1,2022-01-29 21:32:00,LCS,12.2,Evil Geniuses.NA,Cloud9,1,1
LCS/2022 Season/Lock In_Semifinals_2_2,2022-01-29 22:19:00,LCS,12.2,Cloud9,Evil Geniuses.NA,0,1
LCS/2022 Season/Lock In_Semifinals_2_3,2022-01-29 23:11:00,LCS,12.2,Cloud9,Evil Geniuses.NA,0,1
LCK/2022 Season/Spring Season_Week 3_9_1,2022-01-30 08:09:00,LCK,12.2,DWG KIA,T1,1,1
LCK/2022 Season/Spring Season_Week 3_9_2,2022-01-30 09:36:00,LCK,12.2,T1,DWG KIA,1,1
LCK/2022 Season/Spring Season_Week 3_9_3,2022-01-30 10:32:00,LCK,12.2,DWG KIA,T1,0,1
LCK/2022 Season/Spring Season_Week 3_10_1,2022-01-30 12:11:00,LCK,12.2,Hanwha Life Esports,Liiv SANDBOX,1,1
LCK/2022 Season/Spring Season_Week 3_10_2,2022-01-30 13:12:00,LCK,12.2,Liiv SANDBOX,Hanwha Life Esports,0,1
CBLOL/2022 Season/Split 1_Week 2_6_1,2022-01-30 16:19:00,CBLOL,12.2,RED Canids,KaBuM! Esports,1,1
CBLOL/2022 Season/Split 1_Week 2_7_1,2022-01-30 17:17:00,CBLOL,12.2,Liberty,LOUD,1,1
CBLOL/2022 Season/Split 1_Week 2_8_1,2022-01-30 18:20:00,CBLOL,12.2,Rensga Esports,Netshoes Miners,1,1
CBLOL/2022 Season/Split 1_Week 2_9_1,2022-01-30 19:24:00,CBLOL,12.2,paiN Gaming,FURIA,0,1
CBLOL/2022 Season/Split 1_Week 2_10_1,2022-01-30 20:21:00,CBLOL,12.2,INTZ,Flamengo Esports,1,1
LCS/2022 Season/Lock In_Finals_1_1,2022-01-30 20:33:00,LCS,12.2,Evil Geniuses.NA,Team Liquid,0,1
LCS/2022 Season/Lock In_Finals_1_2,2022-01-30 21:22:00,LCS,12.2,Evil Geniuses.NA,Team Liquid,0,1
LCS/2022 Season/Lock In_Finals_1_3,2022-01-30 22:17:00,LCS,12.2,Team Liquid,Evil Geniuses.NA,1,1
LEC/2022 Season/Spring Season_Week 4_1_1,2022-02-04 16:58:00,LEC,12.2,Astralis,SK Gaming,0,1
LEC/2022 Season/Spring Season_Week 4_2_1,2022-02-04 17:52:00,LEC,12.2,Rogue (European Team),Excel Esports,1,1
LEC/2022 Season/Spring Season_Week 4_3_1,2022-02-04 18:38:00,LEC,12.2,Team Vitality,Misfits Gaming,1,1
LEC/2022 Season/Spring Season_Week 4_4_1,2022-02-04 19:29:00,LEC,12.2,G2 Esports,Team BDS,1,1
LEC/2022 Season/Spring Season_Week 4_5_1,2022-02-04 20:27:00,LEC,12.2,MAD Lions,Fnatic,0,1
LEC/2022 Season/Spring Season_Week 4_6_1,2022-02-05 15:56:00,LEC,12.2,Misfits Gaming,SK Gaming,1,1
CBLOL/2022 Season/Split 1_Week 3_1_1,2022-02-05 16:22:00,CBLOL,12.2,Netshoes Miners,RED Canids,0,1
LEC/2022 Season/Spring Season_Week 4_7_1,2022-02-05 16:51:00,LEC,12.2,MAD Lions,Team BDS,1,1
CBLOL/2022 Season/Split 1_Week 3_2_1,2022-02-05 17:27:00,CBLOL,12.2,LOUD,INTZ,1,1
LEC/2022 Season/Spring Season_Week 4_8_1,2022-02-05 18:01:00,LEC,12.2,Astralis,Team Vitality,0,1
CBLOL/2022 Season/Split 1_Week 3_3_1,2022-02-05 18:21:00,CBLOL,12.2,KaBuM! Esports,Liberty,1,1
LEC/2022 Season/Spring Season_Week 4_9_1,2022-02-05 19:00:00,LEC,12.2,Excel Esports,Fnatic,1,1
CBLOL/2022 Season/Split 1_Week 3_4_1,2022-02-05 19:23:00,CBLOL,12.2,Flamengo Esports,paiN Gaming,0,1
LEC/2022 Season/Spring Season_Week 4_10_1,2022-02-05 19:53:00,LEC,12.2,G2 Esports,Rogue (European Team),0,1
LCS/2022 Season/Spring Season_Week 1_1_1,2022-02-05 21:38:00,LCS,12.2,Evil Geniuses.NA,TSM,1,1
LCS/2022 Season/Spring Season_Week 1_2_1,2022-02-05 22:46:00,LCS,12.2,Counter Logic Gaming,FlyQuest,0,1
LCS/2022 Season/Spring Season_Week 1_3_1,2022-02-06 00:11:00,LCS,12.2,Team Liquid,100 Thieves,0,1
LCS/2022 Season/Spring Season_Week 1_4_1,2022-02-06 01:23:00,LCS,12.2,Golden Guardians,Cloud9,0,1
LCS/2022 Season/Spring Season_Week 1_5_1,2022-02-06 02:27:00,LCS,12.2,Dignitas,Immortals,1,1
CBLOL/2022 Season/Split 1_Week 3_5_1,2022-02-06 16:20:00,CBLOL,12.2,KaBuM! Esports,LOUD,1,1
CBLOL/2022 Season/Split 1_Week 3_6_1,2022-02-06 17:15:00,CBLOL,12.2,RED Canids,FURIA,0,1
CBLOL/2022 Season/Split 1_Week 3_7_1,2022-02-06 18:14:00,CBLOL,12.2,paiN Gaming,INTZ,0,1
CBLOL/2022 Season/Split 1_Week 3_8_1,2022-02-06 19:14:00,CBLOL,12.2,Liberty,Netshoes Miners,1,1
LCS/2022 Season/Spring Season_Week 1_6_1,2022-02-06 20:39:00,LCS,12.2,100 Thieves,Counter Logic Gaming,1,1
LCS/2022 Season/Spring Season_Week 1_7_1,2022-02-06 21:40:00,LCS,12.2,TSM,Dignitas,0,1
LCS/2022 Season/Spring Season_Week 1_8_1,2022-02-06 22:45:00,LCS,12.2,Cloud9,Evil Geniuses.NA,1,1
LCS/2022 Season/Spring Season_Week 1_9_1,2022-02-06 23:53:00,LCS,12.2,FlyQuest,Golden Guardians,1,1
LCS/2022 Season/Spring Season_Week 1_10_1,2022-02-07 00:56:00,LCS,12.2,Immortals,Team Liquid,0,1
LCK/2022 Season/Spring Season_Week 4_1_1,2022-02-09 08:07:00,LCK,12.2,T1,Hanwha Life Esports,0,1
LCK/2022 Season/Spring Season_Week 4_1_2,2022-02-09 09:03:00,LCK,12.2,T1,Hanwha Life Esports,1,1
LCK/2022 Season/Spring Season_Week 4_1_3,2022-02-09 09:53:00,LCK,12.2,Hanwha Life Esports,T1,0,1
LCK/2022 Season/Spring Season_Week 4_2_1,2022-02-09 11:51:00,LCK,12.2,DRX,KT Rolster,1,1
LCK/2022 Season/Spring Season_Week 4_2_2,2022-02-09 12:46:00,LCK,12.2,KT Rolster,DRX,1,1
LCK/2022 Season/Spring Season_Week 4_2_3,2022-02-09 13:56:00,LCK,12.2,DRX,KT Rolster,1,1
LCK/2022 Season/Spring Season_Week 4_3_1,2022-02-10 08:08:00,LCK,12.2,DWG KIA,Kwangdong Freecs,1,1
LCK/2022 Season/Spring Season_Week 4_3_2,2022-02-10 09:14:00,LCK,12.2,Kwangdong Freecs,DWG KIA,0,1
LPL/2022 Season/Spring Season_Week 4_1_1,2022-02-10 09:22:00,LPL,12.2,Rare Atom,Invictus Gaming,0,1
LPL/2022 Season/Spring Season_Week 4_1_2,2022-02-10 10:10:00,LPL,12.2,Rare Atom,Invictus Gaming,0,1
LCK/2022 Season/Spring Season_Week 4_4_1,2022-02-10 11:08:00,LCK,12.2,Liiv SANDBOX,Gen.G,1,1
LPL/2022 Season/Spring Season_Week 4_2_1,2022-02-10 11:24:00,LPL,12.2,JD Gaming,Team WE,1,1
LCK/2022 Season/Spring Season_Week 4_4_2,2022-02-10 12:03:00,LCK,12.2,Liiv SANDBOX,Gen.G,0,1
LPL/2022 Season/Spring Season_Week 4_2_2,2022-02-10 12:11:00,LPL,12.2,Team WE,JD Gaming,0,1
LCK/2022 Season/Spring Season_Week 4_4_3,2022-02-10 12:58:00,LCK,12.2,Liiv SANDBOX,Gen.G,0,1
CBLOL/2022 Season/Split 1_Week 3_9_1,2022-02-10 20:14:00,CBLOL,12.2,FURIA,Rensga Esports,1,1
CBLOL/2022 Season/Split 1_Week 3_10_1,2022-02-10 21:12:00,CBLOL,12.2,Rensga Esports,Flamengo Esports,0,1
LPL/2022 Season/Spring Season_Week 4_3_1,2022-02-11 07:20:00,LPL,12.2,Ultra Prime,Anyone's Legend,1,1
LCK/2022 Season/Spring Season_Week 4_5_1,2022-02-11 08:07:00,LCK,12.2,Nongshim RedForce,Fredit BRION,0,1
LPL/2022 Season/Spring Season_Week 4_3_2,2022-02-11 08:08:00,LPL,12.2,Ultra Prime,Anyone's Legend,0,1
LPL/2022 Season/Spring Season_Week 4_3_3,2022-02-11 08:57:00,LPL,12.2,Ultra Prime,Anyone's Legend,0,1
LCK/2022 Season/Spring Season_Week 4_5_2,2022-02-11 09:12:00,LCK,12.2,Nongshim RedForce,Fredit BRION,1,1
LPL/2022 Season/Spring Season_Week 4_4_1,2022-02-11 10:16:00,LPL,12.2,ThunderTalk Gaming,Bilibili Gaming,0,1
LCK/2022 Season/Spring Season_Week 4_5_3,2022-02-11 10:16:00,LCK,12.2,Fredit BRION,Nongshim RedForce,1,1
LPL/2022 Season/Spring Season_Week 4_4_2,2022-02-11 11:15:00,LPL,12.2,ThunderTalk Gaming,Bilibili Gaming,0,1
LCK/2022 Season/Spring Season_Week 4_6_1,2022-02-11 12:00:00,LCK,12.2,DRX,Hanwha Life Esports,1,1
LPL/2022 Season/Spring Season_Week 4_5_1,2022-02-11 12:24:00,LPL,12.2,Victory Five,Oh My God,0,1
LCK/2022 Season/Spring Season_Week 4_6_2,2022-02-11 12:58:00,LCK,12.2,Hanwha Life Esports,DRX,1,1
LPL/2022 Season/Spring Season_Week 4_5_2,2022-02-11 13:21:00,LPL,12.2,Victory Five,Oh My God,1,1
LCK/2022 Season/Spring Season_Week 4_6_3,2022-02-11 14:04:00,LCK,12.2,DRX,Hanwha Life Esports,1,1
LPL/2022 Season/Spring Season_Week 4_5_3,2022-02-11 14:09:00,LPL,12.2,Oh My God,Victory Five,0,1
LEC/2022 Season/Spring Season_Week 5_1_1,2022-02-11 17:09:00,LEC,12.3,Misfits Gaming,Team BDS,1,1
LEC/2022 Season/Spring Season_Week 5_2_1,2022-02-11 18:01:00,LEC,12.3,Astralis,Rogue (European Team),1,1
LEC/2022 Season/Spring Season_Week 5_3_1,2022-02-11 19:01:00,LEC,12.3,Excel Esports,Team Vitality,1,1
LEC/2022 Season/Spring Season_Week 5_4_1,2022-02-11 20:05:00,LEC,12.3,Fnatic,SK Gaming,1,1
LEC/2022 Season/Spring Season_Week 5_5_1,2022-02-11 20:50:00,LEC,12.3,MAD Lions,G2 Esports,0,1
LPL/2022 Season/Spring Season_Week 4_6_1,2022-02-12 07:20:00,LPL,12.2,EDward Gaming,Team WE,1,1
LPL/2022 Season/Spring Season_Week 4_6_2,2022-02-12 08:01:00,LPL,12.2,Team WE,EDward Gaming,0,1
LCK/2022 Season/Spring Season_Week 4_7_1,2022-02-12 08:07:00,LCK,12.2,T1,Gen.G,1,1
LPL/2022 Season/Spring Season_Week 4_7_1,2022-02-12 09:15:00,LPL,12.2,FunPlus Phoenix,Weibo Gaming,0,1
LCK/2022 Season/Spring Season_Week 4_7_2,2022-02-12 09:17:00,LCK,12.2,T1,Gen.G,1,1
LPL/2022 Season/Spring Season_Week 4_7_2,2022-02-12 10:11:00,LPL,12.2,FunPlus Phoenix,Weibo Gaming,1,1
LPL/2022 Season/Spring Season_Week 4_7_3,2022-02-12 10:58:00,LPL,12.2,Weibo Gaming,FunPlus Phoenix,1,1
LCK/2022 Season/Spring Season_Week 4_8_1,2022-02-12 11:08:00,LCK,12.2,Liiv SANDBOX,DWG KIA,0,1
LCK/2022 Season/Spring Season_Week 4_8_2,2022-02-12 12:04:00,LCK,12.2,Liiv SANDBOX,DWG KIA,0,1
LPL/2022 Season/Spring Season_Week 4_8_1,2022-02-12 12:24:00,LPL,12.2,Top Esports,Royal Never Give Up,0,1
LPL/2022 Season/Spring Season_Week 4_8_2,2022-02-12 13:29:00,LPL,12.2,Royal Never Give Up,Top Esports,1,1
LEC/2022 Season/Spring Season_Week 5_6_1,2022-02-12 16:06:00,LEC,12.3,Team BDS,Excel Esports,0,1
CBLOL/2022 Season/Split 1_Week 4_1_1,2022-02-12 16:19:00,CBLOL,12.3,INTZ,Rensga Esports,0,1
LEC/2022 Season/Spring Season_Week 5_7_1,2022-02-12 17:00:00,LEC,12.3,MAD Lions,SK Gaming,0,1
CBLOL/2022 Season/Split 1_Week 4_2_1,2022-02-12 17:11:00,CBLOL,12.3,Flamengo Esports,RED Canids,1,1
LEC/2022 Season/Spring Season_Week 5_8_1,2022-02-12 18:01:00,LEC,12.3,Rogue (European Team),Misfits Gaming,0,1
CBLOL/2022 Season/Split 1_Week 4_3_1,2022-02-12 18:16:00,CBLOL,12.3,FURIA,Liberty,1,1
LEC/2022 Season/Spring Season_Week 5_9_1,2022-02-12 19:00:00,LEC,12.3,Astralis,G2 Esports,0,1
CBLOL/2022 Season/Split 1_Week 4_4_1,2022-02-12 19:26:00,CBLOL,12.3,LOUD,paiN Gaming,1,1
LEC/2022 Season/Spring Season_Week 5_10_1,2022-02-12 19:34:00,LEC,12.3,Fnatic,Team Vitality,1,1
CBLOL/2022 Season/Split 1_Week 4_5_1,2022-02-12 20:30:00,CBLOL,12.3,Netshoes Miners,KaBuM! Esports,0,1
LCS/2022 Season/Spring Season_Week 2_1_1,2022-02-12 21:38:00,LCS,12.3,Dignitas,Evil Geniuses.NA,0,1
LCS/2022 Season/Spring Season_Week 2_2_1,2022-02-12 22:52:00,LCS,12.3,100 Thieves,Immortals,0,1
LCS/2022 Season/Spring Season_Week 2_3_1,2022-02-12 23:56:00,LCS,12.3,Team Liquid,Cloud9,1,1
LCS/2022 Season/Spring Season_Week 2_4_1,2022-02-13 01:02:00,LCS,12.3,Golden Guardians,Counter Logic Gaming,1,1
LCS/2022 Season/Spring Season_Week 2_5_1,2022-02-13 02:07:00,LCS,12.3,TSM,FlyQuest,0,1
LPL/2022 Season/Spring Season_Week 4_9_1,2022-02-13 07:20:00,LPL,12.2,Rare Atom,Anyone's Legend,0,1
LPL/2022 Season/Spring Season_Week 4_9_2,2022-02-13 08:05:00,LPL,12.2,Rare Atom,Anyone's Legend,1,1
LCK/2022 Season/Spring Season_Week 4_9_1,2022-02-13 08:07:00,LCK,12.2,Kwangdong Freecs,Nongshim RedForce,1,1
LCK/2022 Season/Spring Season_Week 4_9_2,2022-02-13 09:00:00,LCK,12.2,Nongshim RedForce,Kwangdong Freecs,0,1
LPL/2022 Season/Spring Season_Week 4_9_3,2022-02-13 09:01:00,LPL,12.2,Rare Atom,Anyone's Legend,0,1
LPL/2022 Season/Spring Season_Week 4_10_1,2022-02-13 10:14:00,LPL,12.2,Victory Five,Invictus Gaming,0,1
LPL/2022 Season/Spring Season_Week 4_10_2,2022-02-13 11:00:00,LPL,12.2,Invictus Gaming,Victory Five,0,1
LCK/2022 Season/Spring Season_Week 4_10_1,2022-02-13 11:06:00,LCK,12.2,Fredit BRION,KT Rolster,0,1
LPL/2022 Season/Spring Season_Week 4_10_3,2022-02-13 11:43:00,LPL,12.2,Victory Five,Invictus Gaming,1,1
LCK/2022 Season/Spring Season_Week 4_10_2,2022-02-13 12:14:00,LCK,12.2,Fredit BRION,KT Rolster,1,1
LPL/2022 Season/Spring Season_Week 4_11_1,2022-02-13 12:49:00,LPL,12.2,LNG Esports,Bilibili Gaming,0,1
LCK/2022 Season/Spring Season_Week 4_10_3,2022-02-13 13:19:00,LCK,12.2,KT Rolster,Fredit BRION,1,1
LPL/2022 Season/Spring Season_Week 4_11_2,2022-02-13 13:40:00,LPL,12.2,LNG Esports,Bilibili Gaming,1,1
LPL/2022 Season/Spring Season_Week 4_11_3,2022-02-13 14:30:00,LPL,12.2,LNG Esports,Bilibili Gaming,1,1
CBLOL/2022 Season/Split 1_Week 4_6_1,2022-02-13 16:16:00,CBLOL,12.3,Liberty,Flamengo Esports,1,1
CBLOL/2022 Season/Split 1_Week 4_7_1,2022-02-13 17:24:00,CBLOL,12.3,KaBuM! Esports,FURIA,0,1
CBLOL/2022 Season/Split 1_Week 4_8_1,2022-02-13 18:45:00,CBLOL,12.3,Netshoes Miners,LOUD,0,1
CBLOL/2022 Season/Split 1_Week 4_9_1,2022-02-13 19:53:00,CBLOL,12.3,RED Canids,INTZ,1,1
LCS/2022 Season/Spring Season_Week 2_6_1,2022-02-13 20:37:00,LCS,12.3,Immortals,Cloud9,0,1
CBLOL/2022 Season/Split 1_Week 4_10_1,2022-02-13 20:46:00,CBLOL,12.3,Rensga Esports,paiN Gaming,0,1
LCS/2022 Season/Spring Season_Week 2_7_1,2022-02-13 21:34:00,LCS,12.3,TSM,Golden Guardians,0,1
LCS/2022 Season/Spring Season_Week 2_8_1,2022-02-13 22:45:00,LCS,12.3,Evil Geniuses.NA,100 Thieves,0,1
LCS/2022 Season/Spring Season_Week 2_9_1,2022-02-13 23:48:00,LCS,12.3,FlyQuest,Team Liquid,0,1
LCS/2022 Season/Spring Season_Week 2_10_1,2022-02-14 00:55:00,LCS,12.3,Counter Logic Gaming,Dignitas,0,1
LPL/2022 Season/Spring Season_Week 5_1_1,2022-02-14 09:21:00,LPL,12.2,FunPlus Phoenix,Ultra Prime,1,1
LPL/2022 Season/Spring Season_Week 5_1_2,2022-02-14 10:13:00,LPL,12.2,Ultra Prime,FunPlus Phoenix,1,1
LPL/2022 Season/Spring Season_Week 5_1_3,2022-02-14 11:15:00,LPL,12.2,FunPlus Phoenix,Ultra Prime,1,1
LPL/2022 Season/Spring Season_Week 5_2_1,2022-02-14 12:22:00,LPL,12.2,Team WE,LGD Gaming,1,1
LPL/2022 Season/Spring Season_Week 5_2_2,2022-02-14 13:19:00,LPL,12.2,LGD Gaming,Team WE,1,1
LPL/2022 Season/Spring Season_Week 5_2_3,2022-02-14 14:19:00,LPL,12.2,Team WE,LGD Gaming,1,1
LPL/2022 Season/Spring Season_Week 5_3_1,2022-02-15 09:20:00,LPL,12.2,JD Gaming,Oh My God,1,1
LPL/2022 Season/Spring Season_Week 5_3_2,2022-02-15 10:15:00,LPL,12.2,Oh My God,JD Gaming,0,1
LPL/2022 Season/Spring Season_Week 5_4_1,2022-02-15 11:22:00,LPL,12.2,EDward Gaming,Weibo Gaming,0,1
LPL/2022 Season/Spring Season_Week 5_4_2,2022-02-15 12:16:00,LPL,12.2,Weibo Gaming,EDward Gaming,1,1
LCK/2022 Season/Spring Season_Week 5_1_1,2022-02-16 08:06:00,LCK,12.3,Liiv SANDBOX,Fredit BRION,1,1
LCK/2022 Season/Spring Season_Week 5_1_2,2022-02-16 08:59:00,LCK,12.3,Fredit BRION,Liiv SANDBOX,1,1
LPL/2022 Season/Spring Season_Week 5_5_1,2022-02-16 09:21:00,LPL,12.2,ThunderTalk Gaming,Top Esports,0,1
LCK/2022 Season/Spring Season_Week 5_1_3,2022-02-16 09:57:00,LCK,12.3,Liiv SANDBOX,Fredit BRION,1,1
LPL/2022 Season/Spring Season_Week 5_5_2,2022-02-16 10:05:00,LPL,12.2,ThunderTalk Gaming,Top Esports,0,1
LPL/2022 Season/Spring Season_Week 5_6_1,2022-02-16 11:16:00,LPL,12.2,Victory Five,Royal Never Give Up,1,1
LCK/2022 Season/Spring Season_Week 5_2_1,2022-02-16 11:37:00,LCK,12.3,Nongshim RedForce,Gen.G,0,1
LPL/2022 Season/Spring Season_Week 5_6_2,2022-02-16 12:21:00,LPL,12.2,Victory Five,Royal Never Give Up,1,1
LCK/2022 Season/Spring Season_Week 5_2_2,2022-02-16 12:30:00,LCK,12.3,Nongshim RedForce,Gen.G,0,1
LCK/2022 Season/Spring Season_Week 5_3_1,2022-02-17 08:07:00,LCK,12.3,Hanwha Life Esports,Kwangdong Freecs,0,1
LCK/2022 Season/Spring Season_Week 5_3_2,2022-02-17 09:04:00,LCK,12.3,Hanwha Life Esports,Kwangdong Freecs,0,1
LPL/2022 Season/Spring Season_Week 5_7_1,2022-02-17 09:21:00,LPL,12.2,LNG Esports,Anyone's Legend,0,1
LPL/2022 Season/Spring Season_Week 5_7_2,2022-02-17 10:11:00,LPL,12.2,LNG Esports,Anyone's Legend,1,1
LPL/2022 Season/Spring Season_Week 5_7_3,2022-02-17 10:56:00,LPL,12.2,LNG Esports,Anyone's Legend,1,1
LCK/2022 Season/Spring Season_Week 5_4_1,2022-02-17 11:09:00,LCK,12.3,DWG KIA,DRX,1,1
LCK/2022 Season/Spring Season_Week 5_4_2,2022-02-17 12:09:00,LCK,12.3,DRX,DWG KIA,1,1
LPL/2022 Season/Spring Season_Week 5_8_1,2022-02-17 12:09:00,LPL,12.2,Invictus Gaming,Bilibili Gaming,1,1
LCK/2022 Season/Spring Season_Week 5_4_3,2022-02-17 13:09:00,LCK,12.3,DWG KIA,DRX,0,1
LPL/2022 Season/Spring Season_Week 5_8_2,2022-02-17 13:10:00,LPL,12.2,Bilibili Gaming,Invictus Gaming,1,1
LPL/2022 Season/Spring Season_Week 5_8_3,2022-02-17 14:09:00,LPL,12.2,Invictus Gaming,Bilibili Gaming,1,1
LPL/2022 Season/Spring Season_Week 5_9_1,2022-02-18 07:23:00,LPL,12.2,LGD Gaming,Rare Atom,1,1
LCK/2022 Season/Spring Season_Week 5_5_1,2022-02-18 08:10:00,LCK,12.3,KT Rolster,T1,0,1
LPL/2022 Season/Spring Season_Week 5_9_2,2022-02-18 08:19:00,LPL,12.2,LGD Gaming,Rare Atom,0,1
LPL/2022 Season/Spring Season_Week 5_9_3,2022-02-18 09:06:00,LPL,12.2,LGD Gaming,Rare Atom,0,1
LCK/2022 Season/Spring Season_Week 5_5_2,2022-02-18 09:16:00,LCK,12.3,KT Rolster,T1,0,1
LPL/2022 Season/Spring Season_Week 5_10_1,2022-02-18 10:29:00,LPL,12.2,Ultra Prime,Weibo Gaming,0,1
LCK/2022 Season/Spring Season_Week 5_6_1,2022-02-18 11:06:00,LCK,12.3,Gen.G,Liiv SANDBOX,1,1
LPL/2022 Season/Spring Season_Week 5_10_2,2022-02-18 11:15:00,LPL,12.2,Ultra Prime,Weibo Gaming,0,1
LCK/2022 Season/Spring Season_Week 5_6_2,2022-02-18 11:57:00,LCK,12.3,Liiv SANDBOX,Gen.G,0,1
LPL/2022 Season/Spring Season_Week 5_11_1,2022-02-18 12:22:00,LPL,12.2,EDward Gaming,FunPlus Phoenix,1,1
LPL/2022 Season/Spring Season_Week 5_11_2,2022-02-18 13:15:00,LPL,12.2,FunPlus Phoenix,EDward Gaming,0,1
